,0
0,0.0007331371307373048
1,0.0007206201553344727
2,0.0007134675979614258
3,0.0007079839706420897
4,0.0006849765777587891
5,0.0006719827651977539
6,0.0006890296936035156
7,0.0006657838821411133
8,0.0006271600723266602
9,0.0006278753280639648
10,0.0006202459335327148
11,0.0006388425827026367
12,0.0006498098373413086
13,0.0006337165832519531
14,0.0006123781204223633
15,0.0005866289138793944
16,0.000594019889831543
17,0.0005910396575927734
18,0.0006287097930908203
19,0.0006172657012939453
20,0.0005905628204345703
21,0.0005979537963867189
22,0.0005488395690917969
23,0.0005338191986083984
24,0.0005418062210083008
25,0.0005408525466918944
26,0.0005294084548950195
27,0.0005245208740234375
28,0.0005347728729248047
29,0.0005452632904052734
30,0.0005476474761962891
31,0.0005398988723754883
32,0.0005151033401489258
33,0.0005135536193847656
34,0.0005156993865966797
35,0.0005326271057128905
36,0.0005513429641723633
37,0.0005491971969604492
38,0.0005408525466918944
39,0.0005348920822143555
40,0.0005199909210205078
41,0.000523686408996582
42,0.000555872917175293
43,0.0005016326904296875
44,0.0004917383193969728
45,0.0004843473434448241
46,0.0004444122314453125
47,0.00044977664947509766
48,0.0004740953445434569
49,0.00046825408935546886
50,0.00043809413909912104
51,0.0004410743713378905
52,0.00044333934783935547
53,0.00041031837463378906
54,0.00039279460906982416
55,0.0004303455352783203
56,0.0004129409790039063
57,0.0004271268844604492
58,0.00043606758117675776
59,0.00040555000305175776
60,0.00039148330688476557
61,0.0003769397735595703
62,0.0003916025161743164
63,0.0004029273986816406
64,0.00038218498229980474
65,0.00036025047302246094
66,0.0003699064254760742
67,0.0003314018249511719
68,0.00033414363861083984
69,0.00037145614624023443
70,0.00035536289215087885
71,0.00031256675720214844
72,0.00034558773040771484
73,0.00032222270965576166
74,0.00033211708068847656
75,0.0003560781478881836
76,0.0003763437271118164
77,0.00040030479431152333
78,0.00038671493530273443
79,0.0003447532653808594
80,0.0003383159637451172
81,0.0003082752227783203
82,0.0003122091293334961
83,0.0003592967987060547
84,0.0003554821014404297
85,0.0003412961959838867
86,0.00031065940856933594
87,0.00030803680419921875
88,0.0003014802932739258
89,0.00031507015228271484
90,0.00030553340911865234
91,0.0003091096878051758
92,0.00030410289764404297
93,0.0003038644790649414
94,0.00029599666595458984
95,0.00029480457305908203
96,0.00028407573699951166
97,0.00027751922607421875
98,0.0002676248550415039
99,0.00026595592498779297
100,0.0002745389938354492
101,0.0002567768096923828
102,0.0002601146697998047
103,0.0002467632293701172
104,0.00022804737091064453
105,0.00022339820861816406
106,0.00020444393157958984
107,0.00019133090972900393
108,0.00018739700317382807
109,0.00019037723541259768
110,0.00019776821136474607
111,0.00020945072174072263
112,0.0002137422561645508
113,0.00021016597747802732
114,0.00022566318511962885
115,0.0002058744430541992
116,0.00020706653594970703
117,0.00020635128021240237
118,0.00019431114196777344
119,0.00022113323211669922
120,0.0002372264862060547
121,0.0002137422561645508
122,0.0001838207244873047
123,0.00015735626220703125
124,0.00012624263763427734
125,0.00011479854583740234
126,0.00013411045074462893
127,0.00013828277587890625
128,0.00014078617095947266
129,0.0001589059829711914
130,0.00015723705291748047
131,0.00015401840209960938
132,0.00016224384307861328
133,0.00017499923706054688
134,0.00017547607421875
135,0.00018906593322753904
136,0.0001894235610961914
137,0.00018668174743652344
138,0.00018250942230224607
139,0.00018095970153808596
140,0.000201106071472168
141,0.000202178955078125
142,0.00019466876983642575
143,0.0001894235610961914
144,0.00018727779388427732
145,0.00016689300537109375
146,0.00017440319061279297
147,0.00017333030700683594
148,0.00017428398132324221
149,0.00016927719116210938
150,0.00016939640045166016
151,0.00019478797912597656
152,0.00016176700592041016
153,0.00014901161193847656
154,0.0001418590545654297
155,0.00013017654418945312
156,0.00015628337860107422
157,0.00016486644744873047
158,0.00016105175018310547
159,0.0001609325408935547
160,0.00015759468078613279
161,0.00014758110046386721
162,0.00015759468078613279
163,0.00013959407806396484
164,0.00013065338134765625
165,0.00014066696166992188
166,0.00014090538024902344
167,0.00015556812286376953
168,0.00017261505126953125
169,0.00014984607696533203
170,0.00016736984252929688
171,0.00014925003051757812
172,0.00015628337860107422
173,0.00016164779663085938
174,0.00016069412231445312
175,0.00016522407531738279
176,0.00014829635620117188
177,0.00014781951904296875
178,0.00013196468353271484
179,0.00012385845184326172
180,0.0001271963119506836
181,0.00012934207916259766
182,0.00011408329010009766
183,0.00013554096221923828
184,0.00013291835784912107
185,0.00010669231414794922
186,9.1552734375e-05
187,8.940696716308595e-05
188,6.401538848876953e-05
189,6.23464584350586e-05
190,0.00010359287261962892
191,9.512901306152346e-05
192,8.237361907958984e-05
193,7.367134094238283e-05
194,6.198883056640625e-05
195,6.473064422607422e-05
196,0.00010955333709716796
197,0.00011658668518066406
198,0.00010049343109130861
199,8.606910705566406e-05
200,6.42538070678711e-05
201,4.935264587402344e-05
202,7.879734039306639e-05
203,8.273124694824217e-05
204,5.817413330078125e-05
205,4.720687866210938e-05
206,3.612041473388672e-05
207,3.314018249511719e-05
208,5.471706390380859e-05
209,7.140636444091797e-05
210,6.151199340820312e-05
211,4.708766937255859e-05
212,3.302097320556641e-05
213,2.181529998779297e-05
214,2.753734588623047e-05
215,1.8358230590820312e-05
216,8.940696716308595e-06
217,4.76837158203125e-07
218,7.510185241699219e-06
219,1.3113021850585938e-05
220,1.239776611328125e-05
221,1.1801719665527345e-05
222,1.6689300537109375e-05
223,2.586841583251953e-05
224,2.4199485778808594e-05
225,3.445148468017578e-05
226,3.981590270996094e-05
227,4.00543212890625e-05
228,7.748603820800781e-05
229,7.271766662597656e-05
230,6.127357482910156e-05
231,2.014636993408203e-05
232,3.993511199951172e-05
233,0.00012326240539550779
234,0.0002187490463256836
235,0.00030517578125
236,0.0004413127899169922
237,0.0005469322204589844
238,0.0006562471389770508
239,0.0007385015487670897
240,0.0007891654968261719
241,0.0007872581481933594
242,0.0008193254470825195
243,0.0008527040481567383
244,0.0008643865585327148
245,0.0008640289306640625
246,0.0008345842361450195
247,0.0007758140563964845
248,0.0006728172302246094
249,0.0006110668182373047
250,0.000560164451599121
251,0.0004907846450805664
252,0.0004289150238037109
253,0.0003641843795776367
254,0.0002740621566772461
255,0.0001984834671020508
256,0.00014853477478027344
257,0.00011610984802246094
258,7.677078247070312e-05
259,5.650520324707031e-05
260,2.467632293701172e-05
261,2.3245811462402344e-05
262,1.9788742065429688e-05
263,6.687641143798828e-05
264,9.179115295410156e-05
265,9.775161743164062e-05
266,0.000141143798828125
267,0.00015878677368164062
268,0.00015652179718017578
269,0.00018811225891113279
270,0.00019395351409912107
271,0.0002014636993408203
272,0.00021982192993164065
273,0.0002542734146118164
274,0.0002499818801879883
275,0.00024843215942382807
276,0.00026535987854003906
277,0.0002821683883666992
278,0.00028407573699951166
279,0.000300288200378418
280,0.00029480457305908203
281,0.00029885768890380854
282,0.0003083944320678711
283,0.00031697750091552734
284,0.00032687187194824213
285,0.0003056526184082031
286,0.00028908252716064453
287,0.00027394294738769526
288,0.0002614259719848633
289,0.0002872943878173828
290,0.0002776384353637696
291,0.0002852678298950196
292,0.00029861927032470703
293,0.0002897977828979492
294,0.0002796649932861328
295,0.0002740621566772461
296,0.0002660751342773437
297,0.0002503395080566406
298,0.00027191638946533203
299,0.00026416778564453125
300,0.00023639202117919922
301,0.0002442598342895508
302,0.0002471208572387696
303,0.0002478361129760742
304,0.00025391578674316406
305,0.00022816658020019526
306,0.00022256374359130854
307,0.00020778179168701166
308,0.0002262592315673828
309,0.00017726421356201172
310,8.96453857421875e-05
311,5.888938903808594e-05
312,4.267692565917969e-05
313,0.00012385845184326172
314,0.0002193450927734375
315,0.0003817081451416016
316,0.00047969818115234375
317,0.0005549192428588867
318,0.0005899667739868164
319,0.0005909204483032227
320,0.0005915164947509766
321,0.0006108283996582031
322,0.0006710290908813477
323,0.0006579160690307617
324,0.0006767511367797852
325,0.0006414651870727539
326,0.0005934238433837891
327,0.0005899667739868164
328,0.0006313323974609375
329,0.0006486177444458008
330,0.0006295442581176758
331,0.0006040334701538086
332,0.0006264448165893555
333,0.0006365776062011719
334,0.0006291866302490233
335,0.0006140470504760742
336,0.0005677938461303711
337,0.0005431175231933594
338,0.000571131706237793
339,0.00054931640625
340,0.0005167722702026367
341,0.0005283355712890625
342,0.0005072355270385742
343,0.0005207061767578125
344,0.0005184412002563477
345,0.0004885196685791016
346,0.00045800209045410156
347,0.0004731416702270508
348,0.0004601478576660156
349,0.00045490264892578125
350,0.0004404783248901367
351,0.0004558563232421875
352,0.0004444122314453125
353,0.00042510032653808594
