timestamp,channel_0,tag
1454828742357272,66,1
1454828742357493,66,1
1454828742357654,66,1
1454828742357810,66,1
1454828742357966,66,1
1454828742358123,66,1
1454828742358277,66,1
1454828742358432,66,1
1454828742358586,66,1
1454828742358742,66,1
1454828742358896,66,1
1454828742361248,66,1
1454828742361358,66,1
1454828742361456,66,1
1454828742361551,66,1
1454828742361645,66,1
1454828742361740,66,1
1454828742361833,66,1
1454828742361927,66,1
1454828742362020,66,1
1454828742362113,66,1
1454828742362207,66,1
1454828742363799,66,1
1454828742363907,66,1
1454828742364016,66,1
1454828742364102,66,1
1454828742364187,66,1
1454828742364272,66,1
1454828742364369,66,1
1454828742364459,66,1
1454828742364589,66,1
1454828742364800,66,1
1454828742366075,66,1
1454828742370181,66,1
1454828742370267,66,1
1454828742370342,66,1
1454828742370415,66,1
1454828742370486,66,1
1454828742370557,66,1
1454828742370628,66,1
1454828742370699,66,1
1454828742370769,66,1
1454828742370840,66,1
1454828742370911,66,1
1454828742543157,66,1
1454828742543370,66,1
1454828742543535,66,1
1454828742543694,66,1
1454828742543850,66,1
1454828742544018,66,1
1454828742544174,66,1
1454828742544329,66,1
1454828742544484,66,1
1454828742544640,66,1
1454828742544796,66,1
1454828742547399,66,1
1454828742547511,66,1
1454828742547610,66,1
1454828742547707,66,1
1454828742547801,66,1
1454828742547897,66,1
1454828742547991,66,1
1454828742548084,66,1
1454828742548178,66,1
1454828742548272,66,1
1454828742548367,66,1
1454828742550103,66,1
1454828742550214,66,1
1454828742550312,66,1
1454828742550408,66,1
1454828742550503,66,1
1454828742550607,66,1
1454828742550693,66,1
1454828742550778,66,1
1454828742550862,66,1
1454828742550948,66,1
1454828742551032,66,1
1454828742717109,66,1
1454828742717331,66,1
1454828742717495,66,1
1454828742717654,66,1
1454828742717811,66,1
1454828742717969,66,1
1454828742718126,66,1
1454828742718282,66,1
1454828742718437,66,1
1454828742718593,66,1
1454828742718748,66,1
1454828742721252,66,1
1454828742721363,66,1
1454828742721462,66,1
1454828742721559,66,1
1454828742721654,66,1
1454828742721750,66,1
1454828742721845,66,1
1454828742721940,66,1
1454828742722033,66,1
1454828742722132,66,1
1454828742722228,66,1
1454828742723837,66,1
1454828742723946,66,1
1454828742724043,66,1
1454828742724138,66,1
1454828742724240,66,1
1454828742724326,66,1
1454828742724410,66,1
1454828742724496,66,1
1454828742724580,66,1
1454828742724666,66,1
1454828742724751,66,1
1454828742726187,66,1
1454828742726285,66,1
1454828742726372,66,1
1454828742726459,66,1
1454828742726544,66,1
1454828742726630,66,1
1454828742726715,66,1
1454828742726802,66,1
1454828742726888,66,1
1454828742726978,66,1
1454828742727063,66,1
1454828742893321,66,1
1454828742893541,66,1
1454828742893706,66,1
1454828742893866,66,1
1454828742894022,66,1
1454828742894179,66,1
1454828742894335,66,1
1454828742894490,66,1
1454828742894646,66,1
1454828742894802,66,1
1454828742894957,66,1
1454828742897838,66,1
1454828742897968,66,1
1454828742898149,66,1
1454828742898274,66,1
1454828742898378,66,1
1454828742898880,66,1
1454828742899008,66,1
1454828742899229,66,1
1454828742899353,66,1
1454828742899704,77,1
1454828742900014,77,1
1454828742903201,77,1
1454828742903298,77,1
1454828742903379,77,1
1454828742903458,77,1
1454828742903535,77,1
1454828742903614,77,1
1454828742903691,77,1
1454828742903768,77,1
1454828742903844,77,1
1454828742903922,77,1
1454828742903999,77,1
1454828743068299,77,1
1454828743068524,77,1
1454828743068688,77,1
1454828743068854,77,1
1454828743069012,77,1
1454828743069170,77,1
1454828743069328,77,1
1454828743069485,77,1
1454828743069641,77,1
1454828743069797,77,1
1454828743069953,77,1
1454828743072456,77,1
1454828743072569,77,1
1454828743072667,77,1
1454828743072764,77,1
1454828743072859,77,1
1454828743072955,77,1
1454828743073050,77,1
1454828743073145,77,1
1454828743073239,77,1
1454828743073333,77,1
1454828743073428,77,1
1454828743075191,77,1
1454828743075312,77,1
1454828743075401,77,1
1454828743075488,77,1
1454828743075574,77,1
1454828743075660,77,1
1454828743075746,77,1
1454828743075831,77,1
1454828743075918,77,1
1454828743076003,77,1
1454828743076089,77,1
1454828743078003,77,1
1454828743078127,77,1
1454828743078222,77,1
1454828743078310,77,1
1454828743078402,77,1
1454828743078480,77,1
1454828743078560,77,1
1454828743078638,77,1
1454828743078716,77,1
1454828743078794,77,1
1454828743078872,77,1
1454828743241838,77,1
1454828743241938,77,1
1454828743242013,77,1
1454828743242084,77,1
1454828743242156,77,1
1454828743242227,77,1
1454828743242298,77,1
1454828743242368,77,1
1454828743242438,77,1
1454828743242538,77,1
1454828743242618,77,1
1454828743244163,77,1
1454828743244249,77,1
1454828743244324,77,1
1454828743244416,77,1
1454828743244507,77,1
1454828743244598,77,1
1454828743244689,77,1
1454828743244779,77,1
1454828743244868,77,1
1454828743244958,77,1
1454828743245028,77,1
1454828743246801,77,1
1454828743246909,77,1
1454828743246983,77,1
1454828743247074,77,1
1454828743247166,77,1
1454828743247257,77,1
1454828743247348,77,1
1454828743247439,77,1
1454828743247529,77,1
1454828743247619,77,1
1454828743247709,77,1
1454828743413686,77,1
1454828743413913,77,1
1454828743414107,77,1
1454828743414277,77,1
1454828743414439,77,1
1454828743414612,77,1
1454828743414773,77,1
1454828743414934,77,1
1454828743415094,77,1
1454828743415289,77,1
1454828743415495,77,1
1454828743418238,77,1
1454828743418364,77,1
1454828743418471,77,1
1454828743418572,77,1
1454828743418673,77,1
1454828743418772,77,1
1454828743418878,77,1
1454828743419003,77,1
1454828743419187,77,1
1454828743419311,77,1
1454828743419416,77,1
1454828743421395,77,1
1454828743421505,77,1
1454828743421596,77,1
1454828743421684,77,1
1454828743421771,77,1
1454828743421858,77,1
1454828743421945,77,1
1454828743422031,77,1
1454828743422117,77,1
1454828743422203,77,1
1454828743422289,77,1
1454828743423770,77,1
1454828743423869,77,1
1454828743423954,77,1
1454828743424036,77,1
1454828743424118,77,1
1454828743424200,77,1
1454828743424282,77,1
1454828743424363,77,1
1454828743424443,77,1
1454828743424524,77,1
1454828743424606,77,1
1454828743588237,77,1
1454828743588449,77,1
1454828743588613,77,1
1454828743588772,77,1
1454828743588930,77,1
1454828743589088,77,1
1454828743589244,77,1
1454828743589399,77,1
1454828743589555,77,1
1454828743589712,77,1
1454828743589868,77,1
1454828743592390,77,1
1454828743592500,77,1
1454828743592599,77,1
1454828743592695,77,1
1454828743592789,77,1
1454828743592884,77,1
1454828743592978,77,1
1454828743593073,77,1
1454828743593167,77,1
1454828743593261,77,1
1454828743593355,77,1
1454828743595153,77,1
1454828743595266,77,1
1454828743595365,77,1
1454828743595461,77,1
1454828743595568,77,1
1454828743595654,77,1
1454828743595739,77,1
1454828743595824,77,1
1454828743595910,77,1
1454828743595995,77,1
1454828743596080,77,1
1454828743768420,77,1
1454828743768704,77,1
1454828743769920,77,1
1454828743770135,77,1
1454828743770528,77,1
1454828743770743,77,1
1454828743771094,77,1
1454828743772003,77,1
1454828743772223,77,1
1454828743772421,77,1
1454828743772617,77,1
1454828743775515,77,1
1454828743775628,77,1
1454828743775728,77,1
1454828743775823,77,1
1454828743775924,77,1
1454828743776009,77,1
1454828743776094,77,1
1454828743776179,77,1
1454828743776263,77,1
1454828743776348,77,1
1454828743776432,77,1
1454828743778021,77,1
1454828743778121,77,1
1454828743778211,77,1
1454828743778299,77,1
1454828743778386,77,1
1454828743778473,77,1
1454828743778560,77,1
1454828743778644,77,1
1454828743778730,77,1
1454828743778816,77,1
1454828743778911,77,1
1454828743780302,77,1
1454828743780395,77,1
1454828743780478,77,1
1454828743780557,77,1
1454828743780635,77,1
1454828743780715,77,1
1454828743780793,77,1
1454828743780874,77,1
1454828743780953,77,1
1454828743781031,77,1
1454828743781109,77,1
1454828743954483,77,1
1454828743954697,77,1
1454828743954862,77,1
1454828743955022,77,1
1454828743955180,77,1
1454828743955339,77,1
1454828743955496,77,1
1454828743955653,77,1
1454828743955810,77,1
1454828743955967,77,1
1454828743956124,77,1
1454828743958693,77,1
1454828743958807,77,1
1454828743958907,77,1
1454828743959004,77,1
1454828743959157,77,1
1454828743959268,77,1
1454828743959365,77,1
1454828743959460,77,1
1454828743959555,77,1
1454828743959651,77,1
1454828743959745,77,1
1454828743961597,77,1
1454828743961715,77,1
1454828743961828,77,1
1454828743961915,77,1
1454828743962002,77,1
1454828743962088,77,1
1454828743962174,77,1
1454828743962259,77,1
1454828743962345,77,1
1454828743962431,77,1
1454828743962516,77,1
1454828744128686,77,1
1454828744128909,77,1
1454828744129074,77,1
1454828744129234,77,1
1454828744129393,77,1
1454828744129552,77,1
1454828744129710,77,1
1454828744129866,77,1
1454828744130023,77,1
1454828744130180,77,1
1454828744130337,77,1
1454828744133056,77,1
1454828744133169,77,1
1454828744133269,77,1
1454828744133381,77,1
1454828744133477,77,1
1454828744133574,77,1
1454828744133669,77,1
1454828744133763,77,1
1454828744133859,77,1
1454828744133954,77,1
1454828744134049,77,1
1454828744135922,77,1
1454828744136039,77,1
1454828744136143,77,1
1454828744136230,77,1
1454828744136317,77,1
1454828744136404,77,1
1454828744136490,77,1
1454828744136576,77,1
1454828744136663,77,1
1454828744136761,77,1
1454828744136861,77,1
1454828744141957,77,1
1454828744142043,77,1
1454828744142119,77,1
1454828744142191,77,1
1454828744142264,77,1
1454828744142336,77,1
1454828744142408,77,1
1454828744142479,77,1
1454828744142550,77,1
1454828744142622,77,1
1454828744142693,77,1
1454828744312651,77,1
1454828744312864,77,1
1454828744313030,77,1
1454828744313189,77,1
1454828744313347,77,1
1454828744313506,77,1
1454828744313663,77,1
1454828744313820,77,1
1454828744313978,77,1
1454828744314135,77,1
1454828744314292,77,1
1454828744316745,77,1
1454828744317058,77,1
1454828744317357,77,1
1454828744317545,77,1
1454828744317711,77,1
1454828744317965,77,1
1454828744318286,77,1
1454828744318402,77,1
1454828744318504,77,1
1454828744318620,77,1
1454828744318722,77,1
1454828744323927,77,1
1454828744324023,77,1
1454828744324105,77,1
1454828744324184,77,1
1454828744324263,77,1
1454828744324342,77,1
1454828744324420,77,1
1454828744324498,77,1
1454828744324577,77,1
1454828744324656,77,1
1454828744324734,77,1
1454828744493324,77,1
1454828744493546,77,1
1454828744493711,77,1
1454828744493870,77,1
1454828744494027,77,1
1454828744494187,77,1
1454828744494345,77,1
1454828744494501,77,1
1454828744494658,77,1
1454828744494816,77,1
1454828744494973,77,1
1454828744497859,77,1
1454828744497975,77,1
1454828744498077,77,1
1454828744498174,77,1
1454828744498270,77,1
1454828744498367,77,1
1454828744498466,77,1
1454828744498561,77,1
1454828744498667,77,1
1454828744498765,77,1
1454828744498861,77,1
1454828744503032,77,1
1454828744503260,77,1
1454828744503462,77,1
1454828744503636,77,1
1454828744503743,77,1
1454828744503838,77,1
1454828744503974,77,1
1454828744504445,77,1
1454828744504573,77,1
1454828744504694,77,1
1454828744504858,77,1
1454828744507745,77,1
1454828744507836,77,1
1454828744507911,77,1
1454828744507985,77,1
1454828744508058,77,1
1454828744508142,77,1
1454828744508213,77,1
1454828744508284,77,1
1454828744508355,77,1
1454828744508426,77,1
1454828744508497,77,1
1454828744679376,77,1
1454828744679586,77,1
1454828744679752,77,1
1454828744679911,77,1
1454828744680070,77,1
1454828744680228,77,1
1454828744680397,77,1
1454828744680555,77,1
1454828744680712,77,1
1454828744680869,77,1
1454828744681025,77,1
1454828744683669,77,1
1454828744683782,77,1
1454828744683882,77,1
1454828744683979,77,1
1454828744684074,77,1
1454828744684170,77,1
1454828744684266,77,1
1454828744684361,77,1
1454828744684456,77,1
1454828744684552,77,1
1454828744684647,77,1
1454828744686542,77,1
1454828744686667,77,1
1454828744686760,77,1
1454828744686848,77,1
1454828744686935,77,1
1454828744687023,77,1
1454828744687110,77,1
1454828744687195,77,1
1454828744687282,77,1
1454828744687368,77,1
1454828744687455,77,1
1454828744853564,77,1
1454828744853788,77,1
1454828744853954,77,1
1454828744854114,77,1
1454828744854274,77,1
1454828744854435,77,1
1454828744854593,77,1
1454828744854751,77,1
1454828744854909,77,1
1454828744855068,77,1
1454828744855226,77,1
1454828744857832,77,1
1454828744857944,77,1
1454828744858045,77,1
1454828744858143,77,1
1454828744858240,77,1
1454828744858336,77,1
1454828744858433,77,1
1454828744858529,77,1
1454828744858625,77,1
1454828744858721,77,1
1454828744858817,77,1
1454828744860703,77,1
1454828744860819,77,1
1454828744860919,77,1
1454828744861033,77,1
1454828744861120,77,1
1454828744861205,77,1
1454828744861290,77,1
1454828744861374,77,1
1454828744861459,77,1
1454828744861543,77,1
1454828744861628,77,1
1454828744863281,77,1
1454828744863391,77,1
1454828744863483,77,1
1454828744863571,77,1
1454828744863659,77,1
1454828744863747,77,1
1454828744863833,77,1
1454828744863919,77,1
1454828744864016,77,1
1454828744864096,77,1
1454828744864174,77,1
1454828745031491,77,1
1454828745031705,77,1
1454828745031869,77,1
1454828745032030,77,1
1454828745032189,77,1
1454828745032354,77,1
1454828745032512,77,1
1454828745032669,77,1
1454828745032826,77,1
1454828745032990,77,1
1454828745033170,77,1
1454828745035715,77,1
1454828745035834,77,1
1454828745035936,77,1
1454828745036033,77,1
1454828745036130,77,1
1454828745036226,77,1
1454828745036323,77,1
1454828745036419,77,1
1454828745036515,77,1
1454828745036611,77,1
1454828745036707,77,1
1454828745038589,77,1
1454828745038702,77,1
1454828745038818,77,1
1454828745038906,77,1
1454828745038994,77,1
1454828745039280,77,1
1454828745039368,77,1
1454828745039456,77,1
1454828745039542,77,1
1454828745039629,77,1
1454828745039716,77,1
1454828745213367,77,1
1454828745213594,77,1
1454828745213760,77,1
1454828745213920,77,1
1454828745214078,77,1
1454828745214238,77,1
1454828745214396,77,1
1454828745214553,77,1
1454828745214711,77,1
1454828745214870,77,1
1454828745215027,77,1
1454828745217887,77,1
1454828745218005,77,1
1454828745218106,77,1
1454828745218204,77,1
1454828745218301,77,1
1454828745218399,77,1
1454828745218496,77,1
1454828745218593,77,1
1454828745218689,77,1
1454828745218786,77,1
1454828745218882,77,1
1454828745220521,77,1
1454828745220633,77,1
1454828745220740,77,1
1454828745220829,77,1
1454828745220916,77,1
1454828745221004,77,1
1454828745221090,77,1
1454828745221177,77,1
1454828745221264,77,1
1454828745221351,77,1
1454828745221437,77,1
1454828745226586,77,1
1454828745226711,77,1
1454828745227445,77,1
1454828745227523,77,1
1454828745227597,77,1
1454828745227671,77,1
1454828745227745,77,1
1454828745227818,77,1
1454828745227892,77,1
1454828745227976,77,1
1454828745228048,77,1
1454828745396008,77,1
1454828745396150,77,1
1454828745396251,77,1
1454828745396349,77,1
1454828745396446,77,1
1454828745396545,77,1
1454828745396641,77,1
1454828745396739,77,1
1454828745396839,77,1
1454828745396930,77,1
1454828745397019,77,1
1454828745398997,77,1
1454828745399103,77,1
1454828745399195,77,1
1454828745399283,77,1
1454828745399371,77,1
1454828745399459,77,1
1454828745399546,77,1
1454828745399633,77,1
1454828745399721,77,1
1454828745399817,77,1
1454828745399895,77,1
1454828745401653,77,1
1454828745401748,77,1
1454828745401830,77,1
1454828745401910,77,1
1454828745401987,77,1
1454828745402078,77,1
1454828745402194,77,1
1454828745402312,77,1
1454828745402425,77,1
1454828745402526,77,1
1454828745402626,77,1
1454828745568932,77,1
1454828745569094,77,1
1454828745569198,77,1
1454828745569297,77,1
1454828745569395,77,1
1454828745569493,77,1
1454828745569590,77,1
1454828745569688,77,1
1454828745569785,77,1
1454828745569884,77,1
1454828745569980,77,1
1454828745571915,77,1
1454828745572019,77,1
1454828745572111,77,1
1454828745572200,77,1
1454828745572288,77,1
1454828745572376,77,1
1454828745572464,77,1
1454828745572551,77,1
1454828745572638,77,1
1454828745572726,77,1
1454828745572814,77,1
1454828745574344,77,1
1454828745574446,77,1
1454828745574537,77,1
1454828745574626,77,1
1454828745574714,77,1
1454828745574802,77,1
1454828745574895,77,1
1454828745574975,77,1
1454828745575054,77,1
1454828745575134,77,1
1454828745575214,77,1
1454828745576757,77,1
1454828745576861,77,1
1454828745576946,77,1
1454828745577028,77,1
1454828745577109,77,1
1454828745577189,77,1
1454828745577268,77,1
1454828745577365,77,1
1454828745577438,77,1
1454828745577512,77,1
1454828745577585,77,1
1454828745747453,77,1
1454828745747668,77,1
1454828745747835,77,1
1454828745748016,77,1
1454828745748416,77,1
1454828745748863,77,1
1454828745749076,77,1
1454828745749305,77,1
1454828745749509,77,1
1454828745749906,77,1
1454828745750463,77,1
1454828745754813,77,1
1454828745754931,77,1
1454828745755033,77,1
1454828745755132,77,1
1454828745755229,77,1
1454828745755327,77,1
1454828745755423,77,1
1454828745755530,77,1
1454828745755617,77,1
1454828745755705,77,1
1454828745755792,77,1
1454828745757288,77,1
1454828745757392,77,1
1454828745757494,77,1
1454828745757582,77,1
1454828745757669,77,1
1454828745757757,77,1
1454828745757844,77,1
1454828745757932,77,1
1454828745758018,77,1
