timestamp,channel_0,tag
1454827438324905,23,0
1454827438325097,23,0
1454827438325272,23,0
1454827438325446,23,0
1454827438325619,23,0
1454827438325792,23,0
1454827438325965,23,0
1454827438326138,23,0
1454827438326310,23,0
1454827438326494,23,0
1454827438326671,23,0
1454827438500203,23,0
1454827438500492,23,0
1454827438500733,23,0
1454827438501096,23,0
1454827438501346,23,0
1454827438501583,23,0
1454827438501816,23,0
1454827438502047,23,0
1454827438502277,23,0
1454827438502508,23,0
1454827438502739,23,0
1454827438509183,23,0
1454827438509405,23,0
1454827438509586,23,0
1454827438509764,23,0
1454827438509940,23,0
1454827438510117,23,0
1454827438510293,23,0
1454827438510469,23,0
1454827438510644,23,0
1454827438510833,23,0
1454827438511004,23,0
1454827438512714,23,0
1454827438512904,23,0
1454827438513078,23,0
1454827438513261,23,0
1454827438513441,23,0
1454827438513620,23,0
1454827438513799,23,0
1454827438513975,23,0
1454827438514153,23,0
1454827438514340,23,0
1454827438514510,23,0
1454827438681215,23,0
1454827438681669,23,0
1454827438682059,23,0
1454827438682446,23,0
1454827438682827,23,0
1454827438683209,23,0
1454827438683592,23,0
1454827438683888,23,0
1454827438684118,23,0
1454827438684359,23,0
1454827438684610,23,0
1454827438686925,23,0
1454827438687181,23,0
1454827438687414,23,0
1454827438687625,23,0
1454827438687835,23,0
1454827438688045,23,0
1454827438688255,23,0
1454827438688464,23,0
1454827438688673,23,0
1454827438688883,23,0
1454827438689092,23,0
1454827438690844,23,0
1454827438691067,23,0
1454827438691261,23,0
1454827438691454,23,0
1454827438691645,23,0
1454827438691837,23,0
1454827438692029,23,0
1454827438692220,23,0
1454827438692410,23,0
1454827438692602,23,0
1454827438692800,23,0
1454827438694576,23,0
1454827438694793,23,0
1454827438694990,23,0
1454827438695182,23,0
1454827438695374,23,0
1454827438695569,23,0
1454827438695743,23,0
1454827438695929,23,0
1454827438696098,23,0
1454827438696268,23,0
1454827438696437,23,0
1454827438870130,23,0
1454827438870408,23,0
1454827438871073,23,0
1454827438871410,23,0
1454827438871958,23,0
1454827438872228,23,0
1454827438872467,23,0
1454827438872944,23,0
1454827438873317,23,0
1454827438873629,23,0
1454827438873934,23,0
1454827438879631,23,0
1454827438879820,23,0
1454827438879995,23,0
1454827438880168,23,0
1454827438880356,23,0
1454827438880529,23,0
1454827438880699,23,0
1454827438880870,23,0
1454827438881041,23,0
1454827438881212,23,0
1454827438881383,23,0
1454827438882960,23,0
1454827438883150,23,0
1454827438883326,23,0
1454827438883500,23,0
1454827438883672,23,0
1454827438883846,23,0
1454827438884019,23,0
1454827438884192,23,0
1454827438884364,23,0
1454827438884537,23,0
1454827438884710,23,0
1454827439051230,23,0
1454827439051686,23,0
1454827439052073,23,0
1454827439052455,23,0
1454827439052836,23,0
1454827439053218,23,0
1454827439053599,23,0
1454827439053979,23,0
1454827439054358,23,0
1454827439054739,23,0
1454827439055040,23,0
1454827439057268,23,0
1454827439057521,23,0
1454827439057756,23,0
1454827439057988,23,0
1454827439058219,23,0
1454827439058455,23,0
1454827439058664,23,0
1454827439058872,23,0
1454827439059080,23,0
1454827439059289,23,0
1454827439059497,23,0
1454827439068309,23,0
1454827439068498,23,0
1454827439068671,23,0
1454827439068841,23,0
1454827439069011,23,0
1454827439069181,23,0
1454827439069350,23,0
1454827439069521,23,0
1454827439069690,23,0
1454827439069860,23,0
1454827439070029,23,0
1454827439071804,23,0
1454827439071997,23,0
1454827439072171,23,0
1454827439072363,23,0
1454827439072533,23,0
1454827439072704,23,0
1454827439072873,23,0
1454827439073043,23,0
1454827439073213,23,0
1454827439073405,23,0
1454827439073574,23,0
1454827439244789,23,0
1454827439245235,23,0
1454827439245628,23,0
1454827439246016,23,0
1454827439246415,23,0
1454827439246803,23,0
1454827439247189,23,0
1454827439247573,23,0
1454827439247956,23,0
1454827439248481,23,0
1454827439248874,23,0
1454827439252185,23,0
1454827439252442,23,0
1454827439252678,23,0
1454827439252912,23,0
1454827439254516,23,0
1454827439255559,23,0
1454827439255994,23,0
1454827439256225,23,0
1454827439256441,23,0
1454827439256859,23,0
1454827439257177,23,0
1454827439264219,23,0
1454827439264412,23,0
1454827439264589,23,0
1454827439264761,23,0
1454827439264934,23,0
1454827439265106,23,0
1454827439265278,23,0
1454827439265450,23,0
1454827439265622,23,0
1454827439265794,23,0
1454827439265966,23,0
1454827439434177,23,0
1454827439434626,23,0
1454827439435034,23,0
1454827439435424,23,0
1454827439435812,23,0
1454827439436202,23,0
1454827439436589,23,0
1454827439436974,23,0
1454827439437360,23,0
1454827439437747,23,0
1454827439438072,23,0
1454827439444408,23,0
1454827439445711,23,0
1454827439446341,23,0
1454827439446793,23,0
1454827439447099,23,0
1454827439447513,23,0
1454827439447921,23,0
1454827439449092,23,0
1454827439449816,23,0
1454827439450005,23,0
1454827439450407,23,0
1454827439453636,23,0
1454827439453825,23,0
1454827439453998,23,0
1454827439454169,23,0
1454827439454339,23,0
1454827439454510,23,0
1454827439454680,23,0
1454827439454850,23,0
1454827439455020,23,0
1454827439455191,23,0
1454827439455402,23,0
1454827439457880,23,0
1454827439458090,23,0
1454827439458296,23,0
1454827439458491,23,0
1454827439458688,23,0
1454827439458891,23,0
1454827439459105,23,0
1454827439459298,23,0
1454827439459489,23,0
1454827439459683,23,0
1454827439459875,23,0
1454827439635104,23,0
1454827439635545,23,0
1454827439635936,23,0
1454827439636321,23,0
1454827439636722,23,0
1454827439637115,23,0
1454827439637495,23,0
1454827439637876,23,0
1454827439638255,23,0
1454827439638637,23,0
1454827439638912,23,0
1454827439640910,23,0
1454827439641163,23,0
1454827439641398,23,0
1454827439641631,23,0
1454827439641861,23,0
1454827439642441,29,0
1454827439642651,29,0
1454827439642878,29,0
1454827439643091,29,0
1454827439643300,29,0
1454827439643509,29,0
1454827439645472,29,0
1454827439645684,29,0
1454827439645879,29,0
1454827439646070,29,0
1454827439646262,29,0
1454827439646453,29,0
1454827439646644,29,0
1454827439646835,29,0
1454827439647025,29,0
1454827439647215,29,0
1454827439647405,29,0
1454827439826818,29,0
1454827439827278,29,0
1454827439827670,29,0
1454827439828053,29,0
1454827439828436,29,0
1454827439828834,29,0
1454827439829217,29,0
1454827439829598,29,0
1454827439829988,29,0
1454827439830370,29,0
1454827439830664,29,0
1454827439832685,29,0
1454827439832937,29,0
1454827439833172,29,0
1454827439833405,29,0
1454827439833636,29,0
1454827439833868,29,0
1454827439834108,29,0
1454827439834317,29,0
1454827439834526,29,0
1454827439834735,29,0
1454827439834944,29,0
1454827439836657,29,0
1454827439836881,29,0
1454827439837096,29,0
1454827439837287,29,0
1454827439837477,29,0
1454827439837668,29,0
1454827439837859,29,0
1454827439838049,29,0
1454827439838239,29,0
1454827439838429,29,0
1454827439838619,29,0
1454827439840136,29,0
1454827439840341,29,0
1454827439840524,29,0
1454827439840704,29,0
1454827439840884,29,0
1454827439841066,29,0
1454827439841254,29,0
1454827439841422,29,0
1454827439841613,29,0
1454827439841782,29,0
1454827439841950,29,0
1454827440019137,29,0
1454827440019580,29,0
1454827440019973,29,0
1454827440020361,29,0
1454827440020772,29,0
1454827440021174,29,0
1454827440021558,29,0
1454827440021943,29,0
1454827440022327,29,0
1454827440022711,29,0
1454827440022973,29,0
1454827440025212,29,0
1454827440025469,29,0
1454827440025706,29,0
1454827440025948,29,0
1454827440026198,29,0
1454827440026427,29,0
1454827440026636,29,0
1454827440026845,29,0
1454827440027054,29,0
1454827440027264,29,0
1454827440027473,29,0
1454827440029365,29,0
1454827440029575,29,0
1454827440029769,29,0
1454827440029961,29,0
1454827440030152,29,0
1454827440030342,29,0
1454827440030532,29,0
1454827440030722,29,0
1454827440030911,29,0
1454827440031100,29,0
1454827440031293,29,0
1454827440200365,29,0
1454827440200814,29,0
1454827440201203,29,0
1454827440201598,29,0
1454827440201983,29,0
1454827440202368,29,0
1454827440202764,29,0
1454827440203146,29,0
1454827440203527,29,0
1454827440203908,29,0
1454827440204196,29,0
1454827440206612,29,0
1454827440206867,29,0
1454827440207103,29,0
1454827440207336,29,0
1454827440207570,29,0
1454827440207780,29,0
1454827440207989,29,0
1454827440208198,29,0
1454827440208406,29,0
1454827440208615,29,0
1454827440208824,29,0
1454827440210824,29,0
1454827440211037,29,0
1454827440211233,29,0
1454827440211428,29,0
1454827440211621,29,0
1454827440211835,29,0
1454827440212027,29,0
1454827440212219,29,0
1454827440212411,29,0
1454827440212603,29,0
1454827440212831,29,0
1454827440221832,29,0
1454827440222037,29,0
1454827440222216,29,0
1454827440222392,29,0
1454827440222567,29,0
1454827440222741,29,0
1454827440222925,29,0
1454827440225055,29,0
1454827440225257,29,0
1454827440225438,29,0
1454827440225614,29,0
1454827440403865,29,0
1454827440404800,29,0
1454827440407104,29,0
1454827440408179,29,0
1454827440408980,29,0
1454827440409678,29,0
1454827440410123,29,0
1454827440410377,29,0
1454827440410613,29,0
1454827440410941,29,0
1454827440411168,29,0
1454827440418101,29,0
1454827440418319,29,0
1454827440418498,29,0
1454827440418672,29,0
1454827440418845,29,0
1454827440419019,29,0
1454827440419191,29,0
1454827440419363,29,0
1454827440419536,29,0
1454827440419738,29,0
1454827440419921,29,0
1454827440422099,29,0
1454827440422299,29,0
1454827440422474,29,0
1454827440422648,29,0
1454827440422821,29,0
1454827440422999,29,0
1454827440423172,29,0
1454827440423344,29,0
1454827440423514,29,0
1454827440423685,29,0
1454827440423856,29,0
1454827440605278,29,0
1454827440605739,29,0
1454827440606131,29,0
1454827440606704,29,0
1454827440607114,29,0
1454827440607516,29,0
1454827440607905,29,0
1454827440608292,29,0
1454827440608678,29,0
1454827440609012,29,0
1454827440609245,29,0
1454827440611699,29,0
1454827440611960,29,0
1454827440612197,29,0
1454827440612431,29,0
1454827440612656,29,0
1454827440612866,29,0
1454827440613075,29,0
1454827440613284,29,0
1454827440613493,29,0
1454827440613703,29,0
1454827440613912,29,0
1454827440616173,29,0
1454827440616387,29,0
1454827440616584,29,0
1454827440616778,29,0
1454827440616972,29,0
1454827440617165,29,0
1454827440617357,29,0
1454827440617549,29,0
1454827440617741,29,0
1454827440617964,29,0
1454827440618180,29,0
1454827440620003,29,0
1454827440620198,29,0
1454827440620399,29,0
1454827440620592,29,0
1454827440620796,29,0
1454827440620988,29,0
1454827440621180,29,0
1454827440621371,29,0
1454827440621563,29,0
1454827440621777,29,0
1454827440621969,29,0
1454827440799439,29,0
1454827440799880,29,0
1454827440800272,29,0
1454827440800657,29,0
1454827440801039,29,0
1454827440801424,29,0
1454827440801807,29,0
1454827440802189,29,0
1454827440802573,29,0
1454827440802958,29,0
1454827440803278,29,0
1454827440805363,29,0
1454827440805626,29,0
1454827440805866,29,0
1454827440806102,29,0
1454827440806337,29,0
1454827440806573,29,0
1454827440806806,29,0
1454827440807017,29,0
1454827440807229,29,0
1454827440807441,29,0
